title,artist,genre,bpm,energy,dance
AOTF-s1,Hiroyuki Sawano,anime,91.065,0.67,0.231
Nonsense Bungaku,Eve,anime,154.071,0.941,0.524
YouSee-Power,Hiroyuki Sawano,anime,61.992,0.35,0.217
Shonen Jump,Rustage,anime,80.018,0.732,0.782
Guren No Yumiya (Attack On Titan),Otaku,anime,140.002,0.497,0.654
The Path of the wind,Otaku,anime,74.988,0.383,0.753
Overlord,Rustage,anime,79.94,0.875,0.735
Theme of Violet Evergarden,Evan Call,anime,84.597,0.28,0.174
I beg you,Aimer,anime,127.884,0.893,0.456
Good Morning [New] World!,BURNOUT SYNDROMES,anime,92.118,0.916,0.39
Gol D Roger,Rustage,anime,140.088,0.877,0.831
ワルツのレター,Macaroni Empitsu,anime,108.001,0.734,0.655
BROKEN,BiSH,anime,174.125,0.925,0.385
Ghost Rule,DECO*27,anime,104.955,0.894,0.564
ALONE,神崎エルザ,anime,98.031,0.847,0.558
Vegeta - Super Saiyan,Bruce Faulconer,anime,120.226,0.893,0.305
Por Siempre Soñando,Adrian Barba,anime,146.013,0.872,0.435
"Tengo la Fe (From ""Digimon"")",Nattalia Sarria,anime,133.982,0.738,0.644
Obsolete,Meychan,anime,127.993,0.933,0.645
Rap de Jack el Destripador,Doblecero,anime,150.058,0.795,0.823
"Traitor's Requiem (From ""JoJo's Bizarre Adventure: Golden Wind"") - Spanish Version",Tricker,anime,168.113,0.909,0.324
Zankyou Sanka,Danie Green,anime,170.953,0.968,0.465
Baki,Vxnity,anime,82.473,0.738,0.721
ハイキュー!!,Yuki Hayashi,anime,134.981,0.585,0.567
Watashi No Uso (Your Lie in April Original Soundtrack),Theishter,anime,73.862,0.0154,0.349
Wozwald,Yuu Miyashita,anime,138.979,0.74,0.726
Yamiyo,Eve,anime,159.978,0.628,0.504
Torch of Liberty,KANA-BOON,anime,94.983,0.934,0.447
Tsukuyomi,Khantrast,anime,143.15,0.754,0.654
Cry Baby but is it okay if it's lofi?,Kijugo,anime,80.02,0.22,0.715
Akatsuki,Beau.,anime,120.215,0.663,0.823
You Got Jokes,Khantrast,anime,101.91,0.677,0.754
Bauklotze,Hiroyuki Sawano,anime,89.939,0.705,0.545
きみの名前,藤川千愛,anime,81.072,0.563,0.613
Baddest Bitch,Shiki-TMNS,anime,150.265,0.632,0.665
Kyouran Hey Kids but is it okay if it's lofi?,Kijugo,anime,125.017,0.58,0.803
春はゆく,Aimer,anime,80.035,0.427,0.397
The Girl in the Blue Window,Takatsugu Muramatsu,anime,85.744,0.103,0.246
Polaris but is it okay if it's lofi?,Kijugo,anime,145.039,0.272,0.867
forget-me-not,ReoNa,anime,148.032,0.918,0.452
Haru ni yuraredo kimi omou,kobasolo,anime,149.007,0.939,0.612
AntiSystem's,jon-YAKITORY,anime,94.956,0.959,0.533
Cloudy Springs,Kainbeats,anime,136.11,0.0863,0.574
春愁,Mrs. GREEN APPLE,anime,129.962,0.444,0.724
デート・ア・ライブ,sweet ARMS,anime,88.832,0.927,0.33
Fuwa Fuwa Time,Sakurakou K-ON Bu,anime,180.171,0.982,0.366
"Uso (From ""Fullmetal Alchemist: Brotherhood"")",LoFoxy,anime,140.065,0.122,0.764
Reminiscence,Satoshi Takebe,anime,76.798,0.0743,0.448
Kai's Theme & Agni Kai,Samuel Kim,anime,138.373,0.75,0.301
Killer,Yugo Kanno,anime,80.021,0.0578,0.558
Eyes On Me (Eren Jaeger Rap),Rustage,anime,162.977,0.81,0.636
Pokémon Theme,Kato,anime,130.048,0.489,0.658
Sign (Naruto Shippuden),Otaku,anime,79.998,0.203,0.604
Cyber Psycho (Cyberpunk Edgerunners),Daddyphatsnaps,anime,87.404,0.617,0.621
"Turn it Up (Team 7 Rap) [feat. NerdOut, Lex Bratcher & Shao Dow]",Rustage,anime,157.099,0.807,0.775
Just a Lonely Boy ~WANDS 第5期 ver.~,WANDS,anime,108.062,0.896,0.601
"Sola Nunca Estarás (Caprichosa) [Ending ""D.B. G T.""]",Ricardo Silva,anime,131.982,0.889,0.743
略奪,Miyakawa-kun,anime,116.037,0.905,0.515
ディア ロンリーガール,Miliyah,anime,189.095,0.709,0.658
Outro : Day 2,ENHYPEN,anime,89.831,0.586,0.36
Baki Rap. El Campeón,MegaR,anime,89.856,0.849,0.642
Yūgen,Keyblade,anime,94.915,0.74,0.728
Wolf in Sheep's Clothing,Bastiancortesxv,anime,173.168,0.8,0.623
"Luz de Luna (From ""Sailor Moon"")",Nattalia Sarria,anime,140.048,0.927,0.603
Blue Dream,Mauren Mendo,anime,142.297,0.486,0.467
Pilares Rap. Los Guardianes de la Noche,MegaR,anime,109.903,0.815,0.779
うちはイタチ,Yasuharu Takanashi,anime,156.052,0.941,0.471
Taikutsu,Hideki Taniuchi,anime,160.056,0.275,0.723
Crybaby,Kensuke Ushio,anime,63.998,0.371,0.172
3分29秒,Hitorie,anime,101.27,0.914,0.489
Again,Torby Brand,anime,94.023,0.26,0.617
Kioku (Yosuga No Sora Original Soundtrack),PianoDeuss,anime,108.137,0.0419,0.427
DROP,美波,anime,91.609,0.877,0.553
Low of Solipsism Ⅱ,Yoshihisa Hirano,anime,132.144,0.533,0.635
M八七,Kenshi Yonezu,anime,112.013,0.719,0.633
アイロニ,majiko,anime,90.001,0.703,0.618
少女S,SCANDAL,anime,135.786,0.881,0.588
ユキトキ,yanaginagi,anime,164.971,0.888,0.436
マシ・マシ,NICO Touches the Walls,anime,101.99,0.885,0.641
The Sixth Station,Joe Hisaishi,anime,77.936,0.0463,0.304
Re:member,FLOW,anime,171.948,0.901,0.404
第六感,Reol,anime,134.017,0.959,0.675
"Unravel (From ""Tokyo Ghoul"")",Palademix,anime,104.996,0.221,0.695
プライド革命,CHiCO with HoneyWorks,anime,184.696,0.937,0.328
アイリス,Eir Aoi,anime,129.048,0.893,0.59
Big Stunna,Khantrast,anime,105.944,0.804,0.884
Legend,Rustage,anime,150.022,0.959,0.771
King & Ashley,MY FIRST STORY,anime,107.556,0.957,0.528
ファンファーレ,sumika,anime,109.092,0.945,0.63
オアイコ,Aimer,anime,92.989,0.718,0.64
恋愛脳,Nanawoakari,anime,156.099,0.941,0.682
Bound by Blood,Rustage,anime,125.039,0.907,0.821
Unholy God,Rustage,anime,146.034,0.904,0.751
Rasen,jon-YAKITORY,anime,104.964,0.761,0.672
A Bitter Rain,BigRicePiano,anime,173.716,0.0217,0.356
小さな恋のうた,高木さん(CV:高橋李依),anime,102.513,0.713,0.759
Song of Storms,Kato,anime,84.998,0.366,0.76
裸の旅人,Macaroni Empitsu,anime,92.948,0.749,0.677
Discovering the Past,Evan Call,anime,72.923,0.0401,0.139
Intro : Walk the Line,ENHYPEN,anime,83.935,0.779,0.45
Natsuyume noisy,亜咲花,anime,160.02,0.938,0.465
"Mi Corazón Encantado (Opening ""D.B. G T."")",Ricardo Silva,anime,131.004,0.862,0.624
ボーイズ・ミーツ・ワールド,Macaroni Empitsu,anime,142.066,0.742,0.616
Torneo Raitai Rap (Yujiro vs Kaku),MegaR,anime,100.995,0.863,0.592
Barbablanca Rap. Leyenda del Mar,MegaR,anime,92.044,0.922,0.687
Garou Miedo Cósmico vs Saitama Rap. Yin Yang,Darckstar,anime,88.123,0.809,0.707
Baki vs Mohammad Ali Jr. Torneo Raitai Rap,Kballero Rap,anime,87.255,0.905,0.549
Rap de Uzui,Doblecero,anime,116.963,0.75,0.83
Thor vs. Lu Bu,Adlomusic,anime,93.004,0.903,0.663
Sasaki Kojiro vs Poseidón Rap. Superación vs Perfección,Bynmc,anime,86.776,0.907,0.658
HANABI,Ikimonogakari,anime,167.055,0.962,0.447
LINE,Sukima Switch,anime,130.009,0.875,0.506
red swan but it's lofi (attack on titan),kurochuu.,anime,191.969,0.201,0.54
Jiren's Power,Tha J-SQUAD,anime,93.713,0.823,0.58
エウテルペ,EGOIST,anime,179.898,0.449,0.385
Fukashigi no Carte - Lofi Version,Kenma,anime,119.964,0.316,0.832
lvs(var),Kensuke Ushio,anime,69.999,0.173,0.592
L no Shiso,Hideki Taniuchi,anime,109.963,0.497,0.673
Blue Bird (Naruto) - Trap Remix,Musicality,anime,153.028,0.511,0.632
path of the wind (my neighbor totoro lofi),luvbyrd,anime,148.04,0.439,0.653
white silence (album version),TK from Ling tosite sigure,anime,170.09,0.355,0.36
Here,JUNNA,anime,108.071,0.801,0.594
"D.V.M.N. -Theme From ""DEVILMAN crybaby""-",Kensuke Ushio,anime,99.928,0.844,0.51
Enemy - Drill Remix,Musicality,anime,77.028,0.489,0.66
Zeek's Plan,KOHTA YAMAMOTO,anime,132.015,0.488,0.515
Something In The Way,Samuel Kim,anime,102.709,0.419,0.239
GATE OF STEINER,佐々木恵梨,anime,147.886,0.612,0.409
Mirror,Rei Yasuda,anime,127.03,0.916,0.517
Heading Home,Celestial Alignment,anime,109.948,0.112,0.724
Raiden Shogun Theme (Judgement of Euthymia),Samuel Kim,anime,144.009,0.586,0.263
Love (Gaara Rap) [feat. Cg5],Rustage,anime,139.997,0.677,0.753
NEW ME,LiSA,anime,185.038,0.719,0.274
Uragirimonono Requiem - Diavolo Ver.,Yugo Kanno,anime,167.946,0.92,0.374
Blind to you (Remaster for 星の消えた夜に 2022),Aimer,anime,81.01,0.488,0.502
Change the World (Obito Rap) [feat. Shwabadi],Rustage,anime,110.176,0.562,0.696
Hacking to the Gate - symphonic ver.,いとうかなこ,anime,80.371,0.614,0.416
Supernova,Rustage,anime,140.078,0.889,0.834
Across the Violet Sky,Evan Call,anime,83.851,0.233,0.307
ドレミファアンパンマン,ドリーミング,anime,125.007,0.678,0.802
Bleed Gray (Akatsuki Rap),Rustage,anime,145.059,0.728,0.662
Hands Up To The Sky,Jake Eaw,anime,98.006,0.269,0.51
The Hero (One Punch Man),Otaku,anime,140.19,0.158,0.744
Tangled in the Web (Spider-Man Rap),Rustage,anime,128.006,0.772,0.79
A Cruel Angel's Thesis (Evangelion),Kato,anime,90.009,0.151,0.732
"La Última Batalla - Ultimatte Battle, Ultra Instinct Goku - Jiren",Ricardo Silva,anime,82.935,0.551,0.339
Brand New Love [WANDS 第 5 期 ver.],WANDS,anime,112.012,0.854,0.61
Overdrive,Taku Iwasaki,anime,134.981,0.822,0.576
Reason for singing,IA,anime,148.116,0.919,0.414
Cat 2,Alexandros,anime,97.472,0.896,0.554
David Bowieのように,WANDS,anime,129.963,0.902,0.537
R.I.P. (Rekt in Pieces),Keyblade,anime,124.0,0.861,0.771
ピルグリム,神崎エルザ,anime,97.227,0.9,0.548
Kill Me If You Can,Alexandros,anime,127.911,0.975,0.47
Y No Fue,Keyblade,anime,84.968,0.849,0.671
Omokage,Gabriela Vega,anime,105.055,0.794,0.725
Disorder,神崎エルザ,anime,99.012,0.915,0.597
勇者たち,Miliyah,anime,88.027,0.807,0.546
"Mi Mañana (From ""Digimon Tamers"")",Nattalia Sarria,anime,160.813,0.871,0.538
Rap Garou Cósmico,Doblecero,anime,92.986,0.69,0.518
FACTORY,Mrs. GREEN APPLE,anime,130.001,0.713,0.607
呪術師・伏黒恵,照井順政,anime,92.041,0.774,0.417
空色デイズ,Shoko Nakagawa,anime,174.132,0.949,0.382
レーゾンデートル,Eve,anime,152.078,0.795,0.533
Spring's Melody,Torby Brand,anime,113.039,0.309,0.392
KNOW KNOW KNOW,DOES,anime,160.032,0.936,0.42
"Unravel (From ""Tokyo Ghoul"") - Lofi Remix",Kenma,anime,67.021,0.0961,0.568
コノユビトマレ,JUNNA,anime,144.812,0.924,0.472
オンリー,大原ゆい子,anime,150.105,0.812,0.565
Ring of Fortune,佐々木恵梨,anime,158.095,0.787,0.53
Kiss of Death but is it okay if it's lofi?,Kijugo,anime,119.937,0.331,0.808
奏(かなで),Sukima Switch,anime,149.839,0.666,0.519
きらりらり,KANA-BOON,anime,177.093,0.932,0.385
アイデンティティ,Kiro Akiyama,anime,118.977,0.889,0.264
MONSTER,Reol,anime,163.988,0.968,0.488
Melancholy,Jisatsu,anime,85.008,0.0419,0.48
歌よ,Belle,anime,87.004,0.277,0.314
Resolution,Haruka Tomatsu,anime,97.583,0.981,0.529
Departure but is it okay if it's lofi?,Kijugo,anime,126.026,0.348,0.797
白銀,LiSA,anime,142.983,0.888,0.485
正解不正解,CIVILIAN,anime,102.914,0.865,0.47
7 Warlords,Rustage,anime,120.024,0.879,0.86
Next To You but is it okay if it's lofi?,Kijugo,anime,79.999,0.257,0.779
Crossing Field but is it okay if it's lofi?,Kijugo,anime,120.072,0.424,0.749
Shinobi No Kami (Hashirama Rap),Rustage,anime,79.55,0.841,0.616
Omoide Shiritori,DIALOGUE+,anime,172.06,0.96,0.488
out my window,Jisatsu,anime,63.973,0.0858,0.53
I AM HIM (Yujiro),Daddyphatsnaps,anime,165.362,0.705,0.583
Eren Zahyo,Hiroyuki Sawano,anime,72.947,0.547,0.11
The GOAT (Whitebeard),Daddyphatsnaps,anime,82.84,0.614,0.706
"""DEVILS NEVER CRY""(スタッフロール)",Capcom Sound Team,anime,149.99,0.951,0.264
Avatar: the Last Airbender,Kato,anime,86.091,0.127,0.741
Moonwalker,Fabvl,anime,141.042,0.718,0.522
Destiny Epic Rap,Zarcort,anime,81.941,0.781,0.562
働く女,Macaroni Empitsu,anime,95.046,0.505,0.743
"Loneliness (from ""Naruto Shippuden"") - Piano Lullaby",Anime Piano Dreamers,anime,65.14,0.0138,0.379
カーペット夜想曲,Macaroni Empitsu,anime,122.081,0.864,0.616
アイリメンバーU,WANDS,anime,132.945,0.841,0.572
航海の唄,Sayuri,anime,180.025,0.949,0.359
20-CRY-,Miliyah,anime,147.917,0.575,0.52
Outro : Cross the Line,ENHYPEN,anime,159.819,0.488,0.39
Mi perro vive mejor que tú (feat. Kronno Zomber),Zarcort,anime,171.949,0.64,0.635
魔弾 〜Der Freischutz〜,T.M.Revolution,anime,143.975,0.994,0.598
Epitafio,Keyblade,anime,169.683,0.939,0.531
Soy el Origen (Assassin's Creed: Origins Rap),Keyblade,anime,88.788,0.742,0.485
"Ángeles y Demonios (From ""Dragon Ball Super"")",Laharl Square,anime,157.938,0.658,0.506
Baki. Convictos Condenados Rap,Kballero Rap,anime,98.045,0.86,0.71
Hacha Suculenta,DeGoBooM,anime,115.038,0.692,0.771
Buda vs Hajun,Doblecero,anime,114.987,0.965,0.81
Cuestión de Fe (Outlast 2 Rap),Keyblade,anime,107.974,0.803,0.64
Hallowed Be Thy Name,Cradle Of Filth,black-metal,118.306,0.972,0.428
Doomswitch,Make Them Suffer,black-metal,143.022,0.952,0.25
Bartzabel,Behemoth,black-metal,109.003,0.913,0.468
I Want to Be with You,Sadness,black-metal,87.29,0.466,0.144
Nymphetamine Fix,Cradle Of Filth,black-metal,122.925,0.905,0.462
Fra dyden,ORM,black-metal,127.958,0.664,0.174
Deathcrush,Mayhem,black-metal,121.476,0.908,0.219
Maha-Kali,Dissection,black-metal,109.019,0.853,0.571
Devadevam,Rotting Christ,black-metal,115.975,0.809,0.387
O Father O Satan O Sun!,Behemoth,black-metal,84.013,0.92,0.261
Gateways,Dimmu Borgir,black-metal,165.144,0.943,0.172
Blow Your Trumpets Gabriel,Behemoth,black-metal,118.282,0.945,0.175
HALLOWED GROUND,Avhath,black-metal,90.559,0.899,0.134
Autre temps,Alcest,black-metal,127.337,0.548,0.24
Souvenirs d'un autre monde,Alcest,black-metal,128.001,0.704,0.354
Χ Ξ Σ - 666,Rotting Christ,black-metal,84.003,0.758,0.39
Sapphire,Alcest,black-metal,74.999,0.76,0.402
Freezing Moon,Mayhem,black-metal,93.424,0.974,0.168
Immortal Rites,Morbid Angel,black-metal,98.424,0.934,0.19
Ov Fire and the Void,Behemoth,black-metal,130.034,0.973,0.471
Hatekeeper,End It,black-metal,141.893,0.992,0.346
Apophis,Shemhamforash,black-metal,120.087,0.983,0.265
Manic Cure,I AM,black-metal,119.98,0.994,0.449
Puritania,Dimmu Borgir,black-metal,109.384,0.969,0.303
FELO DE SE,Avhath,black-metal,142.966,0.899,0.273
Heaven on Earth,I AM,black-metal,80.13,0.937,0.185
The Annual Horrors,Avhath,black-metal,93.53,0.944,0.338
Burning Heart - Survivor Cover,Eshtadur,black-metal,99.959,0.921,0.427
Once upon the Cross,Deicide,black-metal,184.498,0.95,0.205
Legion,Gruzja,black-metal,175.047,0.908,0.296
From the Cradle to Enslave,Cradle Of Filth,black-metal,147.313,0.926,0.342
K.I.N.G,Satyricon,black-metal,129.758,0.954,0.533
Her Ghost in the Fog,Cradle Of Filth,black-metal,128.049,0.996,0.379
Give Up / Vas a Morir,End It,black-metal,164.071,0.932,0.197
Until It Is Not,Wiegedood,black-metal,78.705,0.943,0.223
Wybór Nie Zakaz,Gruzja,black-metal,124.976,0.973,0.499
The Great Stone War,Winds of Plague,black-metal,130.074,0.976,0.276
Origins and Endings,Winds of Plague,black-metal,124.959,0.929,0.297
Courting Baphomet,Cradle Of Filth,black-metal,94.993,0.968,0.476
Ins Niemandsland,Kanonenfieber,black-metal,134.069,0.926,0.532
Lilith,Therion,black-metal,81.455,0.8,0.328
One Way Track,End It,black-metal,177.634,0.939,0.244
Leblos,Eisregen,black-metal,74.991,0.963,0.458
Angels of Debauchery,Winds of Plague,black-metal,114.399,0.959,0.481
Flagellation,Samael,black-metal,118.021,0.973,0.353
Crown,Samael,black-metal,88.255,0.921,0.266
Midnight Queen,Sarcófago,black-metal,120.728,0.804,0.258
Till We Meet Again,Samael,black-metal,83.101,0.943,0.357
Ordsmedar Av Rang,Kvelertak,black-metal,134.887,0.823,0.4
Years of Silence,Thurisaz,black-metal,117.157,0.738,0.26
Dream House,Deafheaven,black-metal,82.211,0.804,0.1
A Desolation Song (2016 - Remaster),Agalloch,black-metal,61.256,0.666,0.246
Sur l'océan couleur de fer,Alcest,black-metal,133.982,0.306,0.464
The Death of Love,Cradle Of Filth,black-metal,109.968,0.959,0.555
Kodama,Alcest,black-metal,104.996,0.573,0.466
In The Shadow Of Our Pale Companion (2016 - Remaster),Agalloch,black-metal,115.064,0.846,0.247
"Floden, som kan skabe",ORM,black-metal,158.445,0.65,0.102
Ora Pro Nobis Lucifer,Behemoth,black-metal,176.042,0.986,0.105
Affront Final,Akitsa,black-metal,171.806,1.0,0.325
In Linear Lights,In The Burial,black-metal,99.721,0.944,0.159
The Archive,Wormwood,black-metal,136.047,0.948,0.424
Chainsaw Gutsfuck,Mayhem,black-metal,120.23,0.828,0.249
Wild North West,Vreid,black-metal,82.466,0.865,0.307
Ensamvarg,Kvaen,black-metal,119.931,0.795,0.191
Post-God Nirvana,Behemoth,black-metal,79.99,0.685,0.365
Happy End,Gruzja,black-metal,120.033,0.863,0.575
Primordial,Mortuary Drape,black-metal,169.21,0.997,0.246
Rid You of Your Flesh,LIK,black-metal,104.536,0.989,0.209
A Dying God Coming into Human Flesh,Celtic Frost,black-metal,102.001,0.329,0.153
The Deathless Sun,Behemoth,black-metal,167.759,0.962,0.265
Adils fall,Månegarm,black-metal,155.98,0.93,0.456
Jesus' Tod,Burzum,black-metal,80.436,0.93,0.285
Babalon A.D. (So Glad for the Madness),Cradle Of Filth,black-metal,161.079,0.981,0.408
Versvs Christvs,Behemoth,black-metal,181.908,0.883,0.207
Protection,Alcest,black-metal,145.627,0.901,0.156
Raven Clows,Moonspell,black-metal,134.427,0.892,0.457
A Fine Day to Die,Bathory,black-metal,122.684,0.931,0.232
Blind Faith,End It,black-metal,156.866,0.931,0.21
Ostatnie tchnienie Nosferatu,Truchło Strzygi,black-metal,132.477,0.924,0.341
Onkel Fritze,Eisregen,black-metal,140.043,0.993,0.488
Discord,Kvelertak,black-metal,170.105,0.981,0.259
Urjotun,Enslaved,black-metal,177.052,0.908,0.316
Leather And Metal,Cruel Force,black-metal,177.114,0.997,0.282
Mind Corruption,Hypocrisy,black-metal,101.183,0.846,0.416
Nightside of Eden,Therion,black-metal,138.986,0.739,0.439
The Soul Receiver,Old Mans Child,black-metal,139.93,0.922,0.414
Invocation of Naamah,Therion,black-metal,83.934,0.727,0.403
Transilvanian Hunger - Studio,Darkthrone,black-metal,138.616,1.0,0.267
Fleischbrand,Eisregen,black-metal,140.049,0.939,0.446
The Blazing Monoliths of Defiance,Dimmu Borgir,black-metal,112.758,0.949,0.169
Tales of Thy Spineless,Hypocrisy,black-metal,110.0,0.958,0.169
Entranced By the Wolfshook,Bölzer,black-metal,144.397,0.901,0.147
Blutgeil,Eisregen,black-metal,142.817,0.882,0.386
Mother North,Satyricon,black-metal,81.51,0.995,0.0855
Valley of the Damned,Hypocrisy,black-metal,109.974,0.984,0.4
The Ones Who Came Before,Samael,black-metal,164.235,0.94,0.355
Asteapta-Ma Dincolo (De Moarte),Bucovina,black-metal,148.008,0.965,0.417
Rebirth by Blasphemy,Midnight,black-metal,149.696,0.944,0.172
Utrydd Dei Svake,Kvelertak,black-metal,161.953,0.747,0.364
Vive La France,alTyr,black-metal,103.971,0.98,0.508
Near,Deafheaven,black-metal,133.509,0.48,0.296
Triumph of Death,Vader,black-metal,102.531,0.959,0.555
The Iron Gate,I AM,black-metal,150.971,0.962,0.295
Turm am Hang,Horn,black-metal,113.363,0.847,0.422
Til Satan,Ljå,black-metal,102.337,0.994,0.141
Mod døden,ORM,black-metal,123.603,0.674,0.189
Obsidian Spires,De Profundis,black-metal,200.661,0.953,0.279
The Satanist,Behemoth,black-metal,112.084,0.943,0.374
You Without End,Deafheaven,black-metal,128.351,0.817,0.295
Sunbather,Deafheaven,black-metal,154.99,0.804,0.106
The Sound of Hunger Rises,Xanthochroid,black-metal,105.929,0.829,0.239
Temple of Light,Negator,black-metal,126.956,0.927,0.417
Pulse,Ihsahn,black-metal,142.008,0.474,0.509
Homewards,Groza,black-metal,82.482,0.983,0.143
Wishlist,End It,black-metal,95.929,0.925,0.251
I Demonens Bok,Khold,black-metal,140.026,0.951,0.393
A Poisoned Gift,Moonspell,black-metal,124.542,0.826,0.523
Devil is Your Master,Devil Master,black-metal,178.967,0.991,0.234
Conquer All,Behemoth,black-metal,90.497,0.927,0.235
Steampop,Gruzja,black-metal,149.947,0.942,0.482
Zagłada,Truchło Strzygi,black-metal,158.343,0.927,0.177
Left Hand Path,Entombed,black-metal,131.984,0.927,0.166
End It,End It,black-metal,169.884,0.917,0.208
Shadows Over Transylvania,Dark Funeral,black-metal,103.041,0.991,0.15
Sledge Hammer Facelift,Rose Funeral,black-metal,110.093,0.975,0.347
Aži Dahāka,Therion,black-metal,186.046,0.87,0.359
Sorrow Infinite and Darkness,Nidingr,black-metal,124.86,0.95,0.168
Unbreakable,Winds of Plague,black-metal,115.043,0.947,0.456
Herr Spiegelmann,Moonspell,black-metal,114.917,0.564,0.258
Drop the Match,Winds of Plague,black-metal,199.794,0.894,0.215
Dýrafjörður,Sólstafir,black-metal,114.032,0.443,0.399
Martyrium,Windir,black-metal,88.006,0.865,0.253
Hero,Bölzer,black-metal,110.08,0.919,0.208
Mkultra,Toxic Holocaust,black-metal,165.618,0.982,0.214
In Defiance of Existence,Old Mans Child,black-metal,104.986,0.846,0.229
Stay,Cradle Of Filth,black-metal,120.077,0.772,0.532
Mein Eichensarg,Eisregen,black-metal,90.086,0.918,0.224
Into The Pentagram,Samael,black-metal,141.326,0.729,0.311
Ceremony of Opposites,Samael,black-metal,136.903,0.846,0.484
Svartmesse,Kvelertak,black-metal,125.597,0.876,0.421
Solar Soul,Samael,black-metal,120.015,0.981,0.535
Circle The Wagons,Darkthrone,black-metal,73.833,0.936,0.217
To Our Martyrs,Samael,black-metal,148.138,0.969,0.248
Finisterra,Moonspell,black-metal,135.05,0.951,0.452
Iron Cage,Toxic Holocaust,black-metal,162.044,0.984,0.401
The End of Man Will Bring Peace to This Earth,Portrayal of Guilt,black-metal,143.858,0.879,0.154
Decrystallizing Reason,Emperor,black-metal,78.763,0.951,0.069
Black Metal,Venom,black-metal,80.076,0.756,0.265
Endless...,Thurisaz,black-metal,113.526,0.499,0.289
Progenies of the Great Apocalypse,Dimmu Borgir,black-metal,88.58,0.939,0.11
Great Mass of Color,Deafheaven,black-metal,129.129,0.875,0.28
Nexion 218,Dissection,black-metal,132.065,0.726,0.583
Halo,(DOLCH),black-metal,100.035,0.618,0.41
The Maw,Imperialist,black-metal,119.952,0.947,0.438
God = Dog,Behemoth,black-metal,130.153,0.984,0.384
Evig,Khold,black-metal,150.022,0.944,0.312
HandMadeGod,Moonspell,black-metal,119.985,0.911,0.479
"Trance/Floden, som kan lede",ORM,black-metal,84.387,0.114,0.221
Cerecloth,Naglfar,black-metal,115.02,0.967,0.361
Frightened Teeth,Avhath,black-metal,170.244,0.983,0.175
Abysmo,Moonspell,black-metal,137.118,0.947,0.381
Fire God and Fear,Rotting Christ,black-metal,120.952,0.757,0.445
Rökkur,Sólstafir,black-metal,141.119,0.497,0.301
Haureus,Ajattara,black-metal,100.037,0.92,0.501
I Am The Black Wizards,Emperor,black-metal,104.353,0.947,0.146
Hell's Master of Hell,Joel Grind,black-metal,171.927,0.995,0.331
Kunnes Taivas Meidät Erottaa,Ajattara,black-metal,90.94,0.686,0.286
Strumień Świadomości,Truchło Strzygi,black-metal,94.63,0.886,0.276
Apolitical,End It,black-metal,175.69,0.987,0.225
Golgotha's Cruel Song,Devil Master,black-metal,174.687,0.961,0.107
In The Sign of the Horns,Dark Funeral,black-metal,96.705,0.98,0.146
Hågkomst av ett liv (feat. Ellinor Videfors),Månegarm,black-metal,152.076,0.204,0.202
Dionysus,Sólstafir,black-metal,136.083,0.907,0.388
The Blue Mists of Night,Empyrium,black-metal,139.735,0.688,0.181
The Bestial Avenger,Nifelheim,black-metal,117.647,0.974,0.211
Auns söner,Månegarm,black-metal,134.968,0.958,0.542
L'amour est bleu - Mellow Version,Therion,black-metal,105.024,0.675,0.556
Beyond the Celestial Veil,Imperialist,black-metal,114.985,0.907,0.429
One Thousand Years of Rain,Enslaved,black-metal,149.984,0.987,0.352
Celestial Deconstruction,1349,black-metal,117.6,0.981,0.169
On Horns Impaled,Watain,black-metal,120.535,0.905,0.176
Abyssos Antithesis,1349,black-metal,195.039,0.911,0.0998
Blodssvik,Windir,black-metal,166.064,0.853,0.3
Furor Diabolicus,Watain,black-metal,157.146,0.972,0.149
Godhate,Dark Funeral,black-metal,130.012,0.985,0.314
Dirge,Portrayal of Guilt,black-metal,147.733,0.911,0.368
Ataegina - re-mastered version,Moonspell,black-metal,130.94,0.799,0.47
Fires Roar in the Palace of the Moon,Wolves In The Throne Room,black-metal,151.694,0.944,0.112
Punish Them,Anaal Nathrakh,black-metal,170.061,0.696,0.193
Hell Is Where I Stay,Hypocrisy,black-metal,134.98,0.902,0.478
War Within,Hypocrisy,black-metal,124.967,0.959,0.53
Dis moi poupée,Therion,black-metal,115.047,0.935,0.513
Seeing Red,Entombed,black-metal,124.365,0.973,0.2
En Alabama,Therion,black-metal,101.984,0.919,0.497
The Darkness That Embraces Me,Immortal,black-metal,87.404,0.956,0.144
Time's Edge,Toxic Holocaust,black-metal,172.044,0.987,0.401
I Am the Labyrinth,Mayhem,black-metal,96.742,0.873,0.121
Agent Orange,Sodom,black-metal,114.027,0.988,0.271
Not Unlike The Waves (2016 - Remaster),Agalloch,black-metal,96.028,0.861,0.181
A Celebration For The Death Of Man... (2016 - Remaster),Agalloch,black-metal,115.101,0.549,0.539
Sólverv,Vreid,black-metal,175.725,0.969,0.138
Damnations Jaw,Kvaen,black-metal,174.985,0.89,0.205
Toinen Tuleminen,Sarastus,black-metal,159.91,0.928,0.26
Kuin Öinen Meri,Havukruunu,black-metal,149.344,0.99,0.122
Old Metal,Power From Hell,black-metal,78.337,0.834,0.331
Eaten,Bloodbath,black-metal,147.999,0.967,0.407
Gloria Ablaze,Kampfar,black-metal,140.019,0.992,0.383
Demonon Vrosis,Rotting Christ,black-metal,107.994,0.935,0.493
